EGID,Date of Construction,Year of Demolition,Surface Area of Building,Number of Floors,Age
174587,1949,2022,164.0,5,75
174588,1949,2023,185.0,5,75
174589,1949,2023,185.0,5,75
174590,1949,2023,163.0,5,75
174596,1952,2022,179.0,5,72
174597,1952,2022,159.0,5,72
174598,1952,2022,194.0,6,72
174600,1952,2022,158.0,5,72
174601,1952,2022,128.0,4,72
174602,1952,2022,129.0,4,72
174603,1961,2022,206.0,5,63
174605,1956,2022,201.0,5,68
174606,1960,2022,202.0,5,64
174607,1949,2022,187.0,5,75
174608,1949,2022,160.0,5,75
174609,1949,2022,161.0,5,75
174610,1949,2023,187.0,5,75
174611,1949,2023,159.0,5,75
174612,1949,2023,161.0,5,75
174614,1949,2023,188.0,5,75
174615,1949,2023,160.0,5,75
174616,1949,2023,160.0,5,75
174625,1974,2016,195.0,8,50
174626,1974,2016,324.0,8,50
174627,1974,2016,335.0,4,50
174628,1974,2016,192.0,3,50
174629,1957,2016,280.0,5,67
174630,1946,2014,176.0,4,78
174631,1946,2014,179.0,4,78
174632,1946,2014,163.0,4,78
174633,1946,2014,166.0,4,78
174634,1946,2014,164.0,4,78
174635,1946,2014,166.0,4,78
174636,1946,2014,165.0,4,78
174637,1946,2014,165.0,4,78
174706,1952,2016,47.0,4,72
174707,1952,2016,46.0,4,72
174708,1952,2016,46.0,4,72
174709,1952,2016,46.0,4,72
174710,1952,2016,46.0,4,72
174711,1952,2016,47.0,4,72
174712,1952,2016,47.0,4,72
174713,1952,2016,46.0,4,72
174714,1952,2016,46.0,4,72
174715,1952,2016,46.0,4,72
174716,1952,2016,46.0,4,72
174717,1952,2016,47.0,4,72
174720,1952,2016,48.0,4,72
174721,1952,2016,46.0,4,72
174722,1952,2016,46.0,4,72
174723,1952,2016,46.0,4,72
174724,1952,2016,46.0,4,72
174725,1952,2016,47.0,4,72
174727,1954,2004,192.0,6,70
174728,1954,2004,192.0,6,70
174729,1954,2004,192.0,6,70
174730,1954,2004,196.0,6,70
174731,1954,2004,190.0,6,70
174732,1954,2004,191.0,6,70
174733,1935,2003,117.0,4,89
174734,1940,2003,60.0,4,84
174739,1951,2011,173.0,5,73
174740,1951,2011,172.0,5,73
174741,1951,2011,174.0,5,73
174742,1951,2011,172.0,5,73
174743,1951,2011,176.0,5,73
174744,1952,2011,47.0,4,72
174745,1952,2011,45.0,4,72
174746,1952,2011,46.0,4,72
174747,1952,2011,46.0,4,72
174748,1952,2011,46.0,4,72
174749,1952,2011,47.0,4,72
174751,1953,2016,202.0,5,71
174756,1957,2011,127.0,3,67
174776,1945,2022,58.0,4,79
174781,1959,2023,189.0,5,65
174890,1952,2012,169.0,5,72
174891,1952,2012,174.0,5,72
174892,1952,2012,169.0,5,72
174893,1952,2012,173.0,5,72
174894,1952,2012,190.0,5,72
174895,1952,2012,168.0,5,72
174896,1952,2012,173.0,5,72
174897,1952,2012,188.0,5,72
174898,1952,2012,168.0,4,72
174900,1952,2012,172.0,4,72
174902,1952,2012,190.0,4,72
174904,1952,2017,232.0,4,72
174906,1952,2017,151.0,5,72
174907,1952,2017,151.0,5,72
174908,1952,2017,153.0,5,72
174909,1952,2017,154.0,5,72
174910,1952,2017,153.0,5,72
174911,1952,2017,154.0,5,72
174912,1952,2017,153.0,5,72
174913,1952,2017,151.0,5,72
174914,1952,2017,155.0,5,72
174915,1952,2012,188.0,5,72
174916,1949,2021,157.0,5,75
174917,1949,2021,154.0,5,75
174918,1949,2021,49.0,4,75
174919,1949,2021,49.0,4,75
174920,1949,2021,49.0,4,75
174921,1949,2021,49.0,4,75
174922,1949,2021,51.0,4,75
174923,1949,2021,51.0,4,75
174924,1949,2021,49.0,4,75
174925,1949,2021,49.0,4,75
174926,1949,2021,50.0,4,75
174927,1949,2021,49.0,4,75
174928,1949,2021,51.0,4,75
174929,1949,2021,158.0,4,75
174931,1949,2021,49.0,4,75
174932,1949,2021,48.0,4,75
174933,1949,2021,51.0,4,75
174934,1949,2021,158.0,5,75
174935,1949,2021,154.0,5,75
174936,1949,2021,50.0,4,75
174937,1949,2021,49.0,4,75
174938,1949,2021,49.0,4,75
174939,1949,2021,49.0,4,75
174940,1949,2021,51.0,4,75
174941,1949,2021,51.0,4,75
174942,1949,2021,49.0,4,75
174943,1949,2021,49.0,4,75
174944,1949,2021,49.0,4,75
174945,1949,2021,49.0,4,75
174946,1949,2021,51.0,4,75
174947,1955,2017,161.0,6,69
174948,1955,2017,160.0,6,69
174949,1955,2017,153.0,4,69
174950,1955,2017,153.0,5,69
174951,1955,2017,159.0,4,69
174952,1955,2017,153.0,5,69
174953,1955,2017,158.0,4,69
174955,1952,2012,251.0,5,72
174956,1952,2012,252.0,5,72
174959,1949,2006,47.0,4,75
174965,1949,2006,48.0,4,75
174966,1949,2006,45.0,4,75
174967,1949,2006,45.0,4,75
174968,1949,2006,46.0,4,75
174969,1949,2006,46.0,4,75
174970,1949,2006,48.0,4,75
174976,1949,2006,47.0,4,75
174977,1949,2006,45.0,4,75
174978,1949,2006,46.0,4,75
174979,1949,2006,46.0,4,75
174980,1949,2006,47.0,4,75
175008,1949,2006,46.0,4,75
175009,1949,2006,47.0,4,75
175010,1949,2006,46.0,4,75
175011,1949,2006,46.0,4,75
175012,1949,2006,46.0,4,75
175013,1949,2006,48.0,4,75
175014,1949,2006,47.0,4,75
175015,1949,2006,47.0,4,75
175016,1949,2006,46.0,4,75
175017,1949,2006,47.0,4,75
175018,1949,2006,45.0,4,75
175019,1949,2006,47.0,4,75
175020,1949,2006,47.0,4,75
175021,1949,2006,47.0,4,75
175022,1949,2006,46.0,4,75
175023,1949,2006,45.0,4,75
175024,1949,2006,45.0,4,75
175025,1949,2006,47.0,4,75
175026,1949,2006,45.0,4,75
175027,1949,2006,46.0,4,75
175028,1949,2006,47.0,4,75
175029,1949,2006,47.0,4,75
175030,1949,2006,47.0,4,75
175031,1949,2006,45.0,4,75
175032,1949,2006,45.0,4,75
175033,1949,2006,45.0,4,75
175034,1949,2006,45.0,4,75
175035,1949,2006,48.0,4,75
175040,1961,2024,191.0,6,63
175041,1961,2024,249.0,6,63
175083,1964,2007,328.0,6,60
175094,1957,2011,264.0,6,67
175095,1957,2011,264.0,6,67
175096,1957,2011,251.0,5,67
175097,1957,2011,250.0,5,67
175104,1803,2013,141.0,4,221
175248,1955,2021,170.0,4,69
175249,1955,2021,173.0,4,69
175250,1955,2021,174.0,4,69
175251,1955,2021,175.0,4,69
175252,1955,2021,174.0,4,69
175253,1955,2021,174.0,4,69
175255,1955,2021,262.0,5,69
175256,1955,2021,260.0,5,69
175264,1929,2023,103.0,4,95
175265,1930,2014,86.0,4,94
175270,1929,2017,81.0,4,95
175327,1956,2011,157.0,5,68
175344,1951,2023,107.0,3,73
175345,1951,2023,89.0,3,73
175347,1933,2023,131.0,4,91
175350,1947,2023,182.0,4,77
175352,1955,2014,148.0,5,69
175353,1955,2014,131.0,5,69
175354,1955,2014,143.0,5,69
175355,1955,2014,150.0,7,69
175356,1955,2014,124.0,7,69
175357,1955,2014,134.0,7,69
175358,1955,2014,133.0,5,69
175359,1955,2014,146.0,5,69
175360,1955,2014,148.0,5,69
175361,1955,2014,132.0,5,69
175362,1955,2014,142.0,5,69
175363,1955,2014,151.0,7,69
175364,1955,2014,125.0,7,69
175365,1955,2014,135.0,7,69
175366,1955,2012,149.0,5,69
175367,1955,2012,131.0,5,69
175368,1955,2012,143.0,5,69
175369,1955,2012,150.0,7,69
175370,1955,2014,133.0,5,69
175371,1955,2014,145.0,5,69
175372,1955,2012,124.0,5,69
175373,1955,2012,134.0,5,69
175374,1955,2012,134.0,5,69
175375,1955,2012,143.0,5,69
175376,1955,2012,149.0,5,69
175377,1955,2012,132.0,5,69
175378,1955,2012,143.0,5,69
175379,1955,2012,151.0,7,69
175403,1947,2016,52.0,4,77
175404,1947,2016,51.0,4,77
175405,1947,2016,50.0,4,77
175406,1947,2016,51.0,4,77
175407,1947,2016,51.0,4,77
175408,1947,2014,52.0,4,77
175409,1947,2014,56.0,4,77
175410,1947,2016,53.0,4,77
175411,1947,2016,54.0,4,77
175412,1947,2016,54.0,4,77
175413,1947,2016,53.0,4,77
175414,1947,2016,56.0,4,77
175415,1947,2016,52.0,4,77
175416,1947,2016,51.0,4,77
175417,1947,2016,50.0,4,77
175418,1947,2016,51.0,4,77
175419,1947,2016,51.0,4,77
175420,1947,2014,52.0,4,77
175421,1947,2014,56.0,4,77
175422,1947,2014,53.0,4,77
175423,1947,2014,54.0,4,77
175424,1947,2014,53.0,4,77
175425,1947,2014,53.0,4,77
175426,1947,2014,53.0,4,77
175427,1947,2014,53.0,4,77
175428,1947,2014,56.0,4,77
175429,1947,2014,53.0,4,77
175430,1947,2014,51.0,4,77
175431,1947,2014,51.0,4,77
175432,1947,2014,51.0,4,77
175433,1947,2014,50.0,4,77
175434,1947,2014,53.0,4,77
175435,1947,2014,56.0,4,77
175436,1947,2014,54.0,4,77
175437,1947,2014,54.0,4,77
175438,1947,2014,54.0,4,77
175439,1947,2014,54.0,4,77
175440,1947,2014,54.0,4,77
175441,1947,2014,53.0,4,77
175442,1947,2014,56.0,4,77
175443,1947,2014,55.0,4,77
175444,1947,2014,54.0,4,77
175445,1947,2014,54.0,4,77
175446,1947,2014,53.0,4,77
175447,1947,2014,54.0,4,77
175448,1947,2014,54.0,4,77
175449,1947,2014,54.0,4,77
175450,1947,2014,56.0,4,77
175451,1947,2014,55.0,4,77
175452,1947,2014,54.0,4,77
175453,1947,2014,54.0,4,77
175454,1947,2014,53.0,4,77
175455,1947,2014,53.0,4,77
175456,1947,2014,54.0,4,77
175457,1947,2014,54.0,4,77
175458,1947,2014,55.0,4,77
175463,1947,2016,53.0,4,77
175464,1947,2016,50.0,4,77
175465,1947,2016,51.0,4,77
175466,1947,2016,53.0,4,77
175467,1947,2016,56.0,4,77
175468,1947,2016,54.0,4,77
175469,1947,2016,53.0,4,77
175470,1947,2016,56.0,4,77
175471,1947,2016,52.0,4,77
175472,1947,2016,52.0,4,77
175473,1947,2016,52.0,4,77
175474,1947,2016,51.0,4,77
175475,1947,2016,50.0,4,77
175476,1947,2016,50.0,4,77
175477,1947,2016,50.0,4,77
175478,1947,2016,52.0,4,77
175479,1947,2014,55.0,4,77
175480,1947,2014,53.0,4,77
175481,1947,2014,53.0,4,77
175482,1947,2014,55.0,4,77
175483,1947,2014,52.0,4,77
175484,1947,2014,52.0,4,77
175485,1947,2014,52.0,4,77
175486,1947,2014,51.0,4,77
175487,1947,2014,51.0,4,77
175488,1947,2014,53.0,4,77
175489,1947,2014,53.0,4,77
175490,1947,2014,51.0,4,77
175491,1947,2014,51.0,4,77
175492,1947,2014,51.0,4,77
175493,1947,2014,51.0,4,77
175494,1947,2014,51.0,4,77
175495,1947,2014,51.0,4,77
175496,1947,2014,56.0,4,77
175497,1947,2014,53.0,4,77
175498,1947,2014,53.0,4,77
175499,1947,2014,53.0,4,77
175500,1947,2014,54.0,4,77
175501,1947,2014,54.0,4,77
175502,1947,2014,56.0,4,77
175503,1947,2014,55.0,4,77
175504,1947,2014,54.0,4,77
175505,1947,2014,54.0,4,77
175506,1947,2014,56.0,4,77
175507,1947,2016,53.0,4,77
175508,1947,2016,51.0,4,77
175509,1947,2016,51.0,4,77
175510,1947,2016,51.0,4,77
175511,1947,2016,51.0,4,77
175512,1947,2016,53.0,4,77
175513,1947,2016,56.0,4,77
175514,1947,2016,53.0,4,77
175515,1947,2016,54.0,4,77
175516,1947,2016,54.0,4,77
175517,1947,2016,54.0,4,77
175518,1947,2016,56.0,4,77
175519,1947,2014,53.0,4,77
175520,1947,2014,51.0,4,77
175521,1947,2014,51.0,4,77
175522,1947,2014,51.0,4,77
175523,1947,2014,51.0,4,77
175524,1947,2014,53.0,4,77
175525,1947,2014,56.0,4,77
175526,1947,2014,54.0,4,77
175527,1947,2014,53.0,4,77
175528,1947,2014,54.0,4,77
175529,1947,2014,53.0,4,77
175530,1947,2014,54.0,4,77
175531,1947,2014,54.0,4,77
175532,1947,2014,56.0,4,77
175533,1947,2014,56.0,4,77
175534,1947,2014,53.0,4,77
175535,1947,2014,54.0,4,77
175536,1947,2014,54.0,4,77
175537,1947,2014,54.0,4,77
175538,1947,2014,54.0,4,77
175539,1947,2014,54.0,4,77
175540,1947,2014,56.0,4,77
175551,1944,2004,113.0,3,80
175552,1933,2003,71.0,4,91
175759,1953,2015,164.0,4,71
175760,1951,2009,153.0,4,73
175764,1958,2023,323.0,4,66
175765,1958,2023,324.0,4,66
2364660,1885,2005,67.0,4,139
2364955,1976,2022,677.0,4,48
2365129,1944,2022,128.0,3,80
2366535,1931,2021,168.0,6,93
2368747,1938,2017,313.0,6,86
2370433,1938,2020,72.0,4,86
2373635,1992,2024,218.0,4,32
2373636,1992,2024,217.0,4,32
3169184,1975,2011,187.0,4,49
3169362,1948,2014,159.0,5,76
3169363,1948,2015,159.0,5,76
3169364,1954,2017,151.0,5,70
3169388,1934,2023,113.0,5,90
3169398,1966,2016,75.0,4,58
3169497,1858,2021,64.0,3,166
3169508,1912,2007,125.0,5,112
3169543,1986,2016,57.0,2,38
3169589,1949,2021,49.0,4,75
9001387,1939,2022,87.0,4,85
9001627,1992,2021,184.0,5,32
9001922,1965,2020,76.0,4,59
11515814,1923,2014,51.0,4,101
11515993,1946,2014,133.0,7,78
11516014,1938,2021,68.0,4,86
11516015,1933,2010,56.0,4,91
11516017,1946,2011,50.0,4,78
11516117,1929,2010,110.0,3,95
11520774,1944,2005,48.0,4,80
302008781,1863,2003,156.0,4,161
302009370,1954,2017,80.0,2,70
302009914,1834,2012,86.0,3,190
302013582,1950,2023,102.0,4,74
302014246,1924,2013,107.0,3,100
302024431,1834,2012,38.0,1,190
302024432,1834,2012,78.0,1,190
302024530,1906,2021,98.0,2,118
302031115,2010,2011,69.0,4,14
302034162,1931,2020,42.0,3,93
302045407,1884,2022,103.0,4,140
302045593,1908,2000,113.0,5,116
302045622,1912,2002,108.0,5,112
302045625,1912,2002,138.0,5,112
302045699,1949,2003,191.0,4,75
302045929,1950,2000,113.0,4,74
302046169,2000,2004,267.0,3,24
302046170,2000,2004,245.0,3,24
302046171,2000,2004,231.0,3,24
302046336,1880,2011,37.0,3,144
302046496,1963,2002,250.0,3,61
302046684,1944,2000,214.0,5,80
302048278,1972,2016,255.0,3,52
302048351,1955,2002,95.0,7,69
302048352,1955,2002,162.0,7,69
302048594,1863,2000,72.0,4,161
302048727,1885,2000,68.0,3,139
302048728,1885,2000,60.0,4,139
302049291,1944,2001,49.0,4,80
302049292,1944,2001,48.0,4,80
302049293,1944,2001,47.0,4,80
302049294,1944,2001,48.0,4,80
302049295,1944,2001,48.0,4,80
302049296,1944,2001,47.0,4,80
302049297,1944,2001,47.0,4,80
302049298,1944,2001,47.0,4,80
302049299,1944,2001,47.0,4,80
302049300,1944,2001,49.0,4,80
302049385,1928,2000,223.0,6,96
302049391,1929,2002,173.0,5,95
302049392,1929,2002,237.0,5,95
302049588,1914,2002,136.0,4,110
302049696,1877,2000,150.0,5,147
302049711,1903,2022,95.0,5,121
302049722,1979,2007,458.0,5,45
302049744,1995,2004,126.0,4,29
302049753,1921,2000,232.0,5,103
302049757,1983,2007,295.0,5,41
302049760,1925,2001,107.0,4,99
302049761,1926,2001,292.0,4,98
302049779,1930,2002,267.0,4,94
302049790,1933,2002,201.0,6,91
302049791,1933,2002,244.0,5,91
302049797,1939,2002,273.0,4,85
302049807,1971,2006,247.0,3,53
302049880,1839,2002,150.0,6,185
302049881,1839,2002,62.0,5,185
302049885,1825,2002,117.0,4,199
302049966,1907,2002,152.0,5,117
302049988,1919,2002,63.0,4,105
302050017,1963,2001,434.0,3,61
302050070,1878,2002,125.0,6,146
302050079,1886,2000,195.0,5,138
302050107,1910,2002,118.0,5,114
302050134,1935,2002,103.0,5,89
302050137,1938,2000,197.0,5,86
302050138,1938,2001,172.0,5,86
302050139,1940,2001,143.0,3,84
302050192,1934,2002,90.0,4,90
302050414,1864,2004,148.0,5,160
302050535,1933,2002,163.0,5,91
302050536,1933,2002,174.0,5,91
302050537,1933,2002,175.0,5,91
302050606,1913,2001,100.0,5,111
302050655,1899,2001,83.0,5,125
302050657,1899,2001,125.0,5,125
302050720,1935,2002,82.0,4,89
302050722,1936,2000,93.0,4,88
302050873,1967,2001,190.0,4,57
302050874,1967,2001,190.0,4,57
302050960,1910,2002,99.0,5,114
302050964,1907,2002,90.0,5,117
302050992,1911,2000,66.0,4,113
302051069,1922,2001,63.0,4,102
302051110,1931,2001,104.0,4,93
302051137,1935,2000,200.0,4,89
302051139,1935,2002,140.0,6,89
302051250,1949,2002,98.0,3,75
302051483,1942,2001,121.0,3,82
302051484,1947,2000,156.0,3,77
302051535,1946,2002,155.0,5,78
302051536,1946,2002,155.0,5,78
302051538,1946,2002,155.0,5,78
302051539,1946,2002,155.0,5,78
302051541,1946,2002,155.0,5,78
302051542,1946,2002,155.0,5,78
302051544,1934,2001,103.0,4,90
302051545,1927,2000,84.0,5,97
302051569,1949,2002,130.0,4,75
302051616,1930,2000,80.0,4,94
302051624,1934,2001,107.0,4,90
302051912,1923,2001,146.0,5,101
302052050,1982,2000,51.0,2,42
302052089,1919,2002,380.0,4,105
302052095,1929,2000,69.0,4,95
302052102,1932,2002,124.0,4,92
302052106,1932,2008,55.0,4,92
302052261,1949,2000,171.0,4,75
302052262,1949,2000,169.0,5,75
302052263,1949,2000,170.0,5,75
302052265,1949,2000,170.0,5,75
302052266,1949,2000,170.0,5,75
302052268,1949,2000,171.0,5,75
302052637,1926,2001,169.0,6,98
302052638,1926,2001,155.0,6,98
302052639,1926,2001,170.0,6,98
302052640,1926,2001,155.0,6,98
302052641,1926,2002,172.0,6,98
302052643,1948,2002,184.0,6,76
302052644,1926,2001,81.0,4,98
302052658,1928,2001,52.0,4,96
302052659,1928,2001,51.0,4,96
302052660,1928,2001,51.0,4,96
302052661,1928,2001,51.0,4,96
302052662,1928,2001,50.0,4,96
302052668,1928,2001,52.0,4,96
302052669,1928,2001,184.0,6,96
302052670,1928,2001,51.0,4,96
302052671,1928,2001,51.0,4,96
302052672,1928,2001,51.0,4,96
302052673,1928,2001,50.0,4,96
302052708,1934,2001,96.0,3,90
302052709,1934,2001,96.0,3,90
302052711,1934,2001,95.0,3,90
302052712,1934,2001,96.0,3,90
302052714,1934,2001,96.0,3,90
302052715,1934,2001,96.0,3,90
302052993,1884,2002,73.0,4,140
302053049,1900,2002,102.0,6,124
302053050,1900,2002,102.0,6,124
302053052,1899,2002,84.0,6,125
302053053,1899,2002,94.0,6,125
302053098,1938,2019,80.0,3,86
302053104,1941,2001,123.0,5,83
302053282,1951,2000,101.0,3,73
302053477,1826,2001,61.0,5,198
302053478,1826,2001,33.0,4,198
302053479,1826,2001,34.0,4,198
302053519,1932,2000,51.0,4,92
302053581,1945,2000,44.0,4,79
302053582,1945,2000,45.0,4,79
302053583,1945,2000,45.0,4,79
302053584,1945,2000,45.0,4,79
302053585,1945,2000,45.0,4,79
302053586,1945,2000,46.0,4,79
302053587,1945,2000,47.0,4,79
302053588,1945,2000,45.0,4,79
302053589,1945,2000,44.0,4,79
302053590,1945,2000,45.0,4,79
302053591,1945,2000,45.0,4,79
302053592,1945,2000,47.0,4,79
302053593,1946,2000,46.0,4,78
302053594,1946,2000,45.0,4,78
302053595,1946,2000,45.0,4,78
302053596,1946,2000,45.0,4,78
302053597,1946,2000,45.0,4,78
302053598,1946,2000,47.0,4,78
302053599,1945,2001,46.0,4,79
302053600,1945,2001,45.0,4,79
302053601,1945,2001,45.0,4,79
302053602,1945,2001,45.0,4,79
302053603,1945,2001,45.0,4,79
302053604,1945,2001,45.0,4,79
302053605,1945,2001,45.0,4,79
302053606,1945,2001,45.0,4,79
302053607,1945,2001,46.0,4,79
302053608,1946,2001,46.0,4,78
302053609,1946,2001,44.0,4,78
302053610,1946,2001,45.0,4,78
302053611,1946,2001,45.0,4,78
302053612,1946,2001,45.0,4,78
302053613,1946,2001,45.0,4,78
302053614,1946,2001,45.0,4,78
302053615,1946,2001,45.0,4,78
302053616,1946,2001,46.0,4,78
302053617,1946,2001,47.0,4,78
302053618,1946,2001,45.0,4,78
302053619,1946,2001,45.0,4,78
302053620,1946,2001,45.0,4,78
302053621,1946,2001,45.0,4,78
302053622,1946,2001,45.0,4,78
302053623,1946,2001,45.0,4,78
302053624,1946,2001,45.0,4,78
302053625,1946,2001,44.0,4,78
302053626,1947,2000,47.0,4,77
302053627,1947,2000,47.0,4,77
302053628,1947,2000,45.0,4,77
302053629,1947,2000,45.0,4,77
302053630,1947,2000,45.0,4,77
302053631,1947,2000,45.0,4,77
302053632,1947,2000,46.0,4,77
302053633,1947,2000,47.0,4,77
302053634,1947,2000,46.0,4,77
302053635,1947,2000,45.0,4,77
302053636,1947,2000,45.0,4,77
302053637,1947,2000,45.0,4,77
302053638,1947,2000,45.0,4,77
302053639,1947,2000,46.0,4,77
302053640,1947,2000,46.0,4,77
302053641,1947,2000,47.0,4,77
302053856,1947,2000,53.0,4,77
302053857,1947,2000,52.0,4,77
302053858,1947,2000,54.0,4,77
302053860,1947,2000,52.0,4,77
302053861,1947,2000,52.0,4,77
302053862,1947,2000,52.0,4,77
302053863,1947,2000,54.0,4,77
302053864,1947,2000,54.0,4,77
302053866,1947,2000,52.0,4,77
302053867,1947,2000,52.0,4,77
302053883,1947,2000,52.0,4,77
302053884,1947,2000,52.0,4,77
302053885,1947,2000,54.0,4,77
302053887,1947,2000,52.0,4,77
302053888,1947,2000,52.0,4,77
302053889,1947,2000,52.0,4,77
302053890,1947,2000,54.0,4,77
302053891,1947,2000,54.0,4,77
302053893,1947,2000,52.0,4,77
302053894,1947,2000,53.0,4,77
302053914,1947,2002,146.0,5,77
302053915,1948,2002,159.0,5,76
302053916,1948,2002,159.0,5,76
